ConstituentID,Nationality
293570,English
293571,British
293572,British
293573,British
293574,American
293575,British
293576,English
293579,Canadian
293580,American
293581,American
293582,American
293584,American
293589,American
293590,American
293591,American
293592,American
293593,English
293594,American
293595,British
293596,American
293597,American
293598,American
293599,American
293601,American
293602,English
293603,American
293604,American
293605,American
293607,American
293608,American
293609,American
293610,Scottish
293611,British
293612,American
293613,Canadian
293614,Scottish
293615,American
293616,American
293617,English
293618,British
293619,Barbadian
293620,English
293621,American
293622,American
293623,British
293624,American
293625,American
293626,British
293627,British
293628,American
293629,English
293630,English
293631,American
293632,English
293633,American
293635,American
293636,English
293638,English
293639,English
293640,British
293641,British
293642,American
293643,English
293644,British
293646,English
293647,Scottish
293648,English
293649,American
293650,British
293651,American
293652,American
293653,American
293656,English
293658,Australian
293659,British
293661,American
293662,British
293663,British
293664,American
293665,American
293666,English
293667,English
293668,American
293669,American
293670,English
293671,American
293672,British
293673,English
293674,English
293675,British
293676,American
293677,English
293678,English
293679,English
293682,American
293684,British
293685,British
293686,American
293687,British
293688,New Zealander
293689,Canadian
293690,British
293691,Cuban
293692,American
293693,Irish
293694,American
293696,American
293697,American
293698,American
293699,American
293701,Canadian
293703,American
293704,American
293705,English
293706,English
293708,French
293709,English
293710,American
293711,American
293712,Scottish
293713,Belgian
293714,Belgian
293715,French
293716,American
293717,American
293718,American
293719,Brazilian
293720,Cuban
293721,French
293722,French
293723,American
293724,American
293726,English
293727,Peruvian
293728,American
293729,Venezuelan
293730,English
293731,Italian
293732,American
293733,Italian
293734,American
293735,Canadian
293736,American
293737,English
293738,English
293739,English
293740,English
293742,American
293743,American
293744,American
293745,English
293746,American
293747,American
293748,English
293749,Indian
293750,American
293751,English
293753,American
293754,American
293755,American
293756,English
293757,British
293758,English
293761,English
293762,American
293763,Scottish
293765,English
293766,American
293767,American
293768,American
293769,English
293770,American
293771,Canadian
293772,American
293773,English
293774,English
293775,American
293776,English
293778,American
293779,English
293780,Canadian
293781,British
293782,Canadian
293783,English
293784,American
293785,American
293786,American
293787,American
293788,British
293789,American
293790,American
293791,American
293792,English
293793,English
293795,British
293796,American
293797,English
293799,English
293800,American
293801,American
293802,British
293804,English
293805,American
293806,English
293807,English
293808,British
293809,British
293810,American
293811,English
293812,American
293813,American
293814,French
293815,Italian
293817,Korean
293818,Italian
293819,Belgian
293820,Australian
293821,American
293822,American
293823,English
293824,French
293825,American
293826,American
293827,Japanese
293828,Canadian
293830,French
293831,French
293832,American
293833,Japanese
293834,American
293835,American
293837,Japanese
293838,American
293839,Scottish
293840,New Zealander
293841,Belgian
293842,Canadian
293843,Japanese
293844,Japanese
293845,Japanese
293846,American
293847,German
293848,German
293849,Japanese
293850,Japanese
293851,American
293852,American
293853,American
293854,American
293856,American
293857,American
293858,American
293859,American
293860,English
293861,American
293862,British
293863,American
293864,American
293865,English
293866,American
293867,English
293869,American
293870,Canadian
293871,English
293872,American
293873,New Zealander
293874,English
293876,American
293877,English
293878,American
293879,American
293880,American
293881,American
293882,American
293883,American
293884,English
293885,English
293886,English
293887,American
293888,American
293889,American
293890,Irish
293891,American
293892,American
293893,American
293894,American
293896,American
293897,American
293898,American
293899,American
293900,American
293901,American
293902,Belgian
293903,English
293904,Dutch
293905,American
293906,Australian
293907,Italian
293908,Italian
293909,American
293910,American
293911,English
293912,English
293913,English
293914,Canadian
293915,Swiss
293916,American
293919,American
293920,American
293921,Swiss
293922,American
293923,American
293924,British
293926,American
293927,American
293928,Canadian
293930,American
293931,American
293932,New Zealander
293933,American
293934,English
293938,American
293939,English
293940,American
293941,American
293943,American
293944,American
293945,English
293946,American
293947,English
293948,American
293949,American
293950,American
293951,American
293952,American
293953,American
293954,American
293955,American
293957,American
293958,Canadian
293960,English
293961,Australian
293962,English
293963,French
293966,Austrian
293967,Austrian
293968,American
293969,American
293970,American
293971,American
293972,American
293973,American
293975,English
293976,American
293977,Austrian
293978,American
293979,American
293980,American
293982,American
293984,American
293985,British
293986,English
293987,English
293988,Dutch
293989,American
293990,American
293991,American
293992,American
293993,American
293994,English
293995,English
293996,English
293997,New Zealander
293998,English
293999,Swiss
294001,American
294002,Swiss
294003,American
294004,German
294005,American
294006,Italian
294007,French
294008,British
294009,English
294010,English
294012,British
294013,American
294014,American
294015,Austrian
294018,English
294019,British
294020,English
294021,Canadian
294022,Canadian
294023,Scottish
294024,American
294025,English
294026,New Zealander
294027,Scottish
294028,American
294029,American
294030,American
294032,American
294033,Scottish
294037,American
294039,American
294040,Austrian
294042,English
294043,Canadian
294044,Canadian
294045,American
294046,American
294047,American
294048,American
294049,American
294050,American
294051,American
294052,American
294053,American
294054,Belgian
294055,Belgian
294057,Dutch
294058,Belgian
294060,Singaporean
294061,German
294063,American
294064,Czechoslovakian
